songTitle,artistName,releaseYear,popularity
III. Phantaisie Pathetique,"['Howard Shelly', 'Kurt Graunke']",1936,0
"III. Rondo. Allegro from Concerto for Violin and Orchestra in D Major, Op. 61","['Ludwig van Beethoven', 'Isaac Stern', 'Leonard Bernstein', 'New York Philharmonic']",1946,0
"III. Rondo. Allegro ma non troppo from Quintet for Piano and Winds in E-Flat Major, Op. 16","['Ludwig van Beethoven', 'Marlboro Woodwind Ensemble']",1960,9
"III. Rondo: Allegro spirituoso from Concerto No. 1 for Violin and Orchestra, Op. 6","['Niccolò Paganini', 'Eugene Ormandy', 'Philadelphia Orchestra']",1945,1
"III. Scherzo: Allegro leggierissimo from Octet in E-flat Major, Op. 20","['Felix Mendelssohn', 'Marlboro Festival Octet']",1945,0
III. Telegraph Ave. (Oakland by Lloyd),['Childish Gambino'],2013,62
III. Tempo di menuetto,['Freddie Scott'],1967,25
III. Urn,['Childish Gambino'],2013,54
ILLusions,['Kid Cudi'],2016,52
ILYSB,['LANY'],2015,58
ILYSB - STRIPPED,['LANY'],2015,71
IMNOTYOURBOYFRIENDBABY,['3OH!3'],2008,43
IMPORTED (with 6LACK),"['Jessie Reyez', '6LACK']",2020,67
IN MY REMAINS,['Linkin Park'],2012,62
INFATUATION,['BROCKHAMPTON'],2016,57
INSaNiTY,['CircusP'],2012,52
INTRO,['DaBaby'],2019,71
IPlayYouListen,['ODESZA'],2012,54
"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)","['Keith Ape', 'A$AP Ferg', 'Father', 'Dumbfoundead', 'Waka Flocka Flame']",2015,54
IT MIGHT AS WELL BE SPRING,['CLAVISOLO Stefan MAY'],1945,0
"IV. Ode to Joy (excerpt) from Symphony No. 9 in D minor, Op. 125 - Voice","['Ludwig van Beethoven', 'Sir Georg Solti', 'London Symphony Orchestra']",1994,37
"IV. Urlicht - Sehr feierlich, aber schlicht from Symphony No. 2 in C minor Resurrection - Instrumental","['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1945,1
IV. Allegro,"['Ludwig van Beethoven', 'Arturo Toscanini']",1921,0
"IV. Allegro - Prestissimo from String Quartet in C minor, Op.18, No. 4","['Ludwig van Beethoven', 'Budapest String Quartet']",1945,5
"IV. Allegro from Piano Trio No. 1 in B Major, Op. 8","['Johannes Brahms', 'Isaac Stern']",1946,0
"IV. Allegro from Quartet (Trio Sonata) in E minor, TWV 43:e3","['Georg Philipp Telemann', 'Isaac Stern']",1946,0
IV. Farandole,"['Georges Bizet', 'Arturo Toscanini']",1921,0
IV. Finale. Adagio - Allegro molto e vivace,"['Ludwig van Beethoven', 'Arturo Toscanini']",1921,0
IV. Fête bohème,"['Jules Massenet', 'Arturo Toscanini']",1921,0
"IV. Rondeau Allegro from Serenade in D Major, KV 250 Haffner","['Wolfgang Amadeus Mozart', 'Isaac Stern']",1949,0
"IV. Rondo alla Zingarese. Presto from Quartet for Violin, Viola, Violoncello and Piano No. 1 in G minor, Op. 25","['Johannes Brahms', 'Isaac Stern']",1946,0
"IV. Rondo alla zingarese. Presto from Quartet No. 1 in G minor for Piano and Strings, Op. 25","['Johannes Brahms', 'Isaac Stern', 'Jaime Laredo', 'Yo-Yo Ma', 'Emanuel Ax']",1945,0
IV. Sweatpants,['Childish Gambino'],2013,72
IZ-US,['Aphex Twin'],1997,51
Iambic Pentameter (Epistrophy),['Hubert Fol'],1947,0
Ian Anderson Interview,['Jethro Tull'],1971,30
Iarba verde din zăvoi,['Zavaidoc'],1939,1
Iarta!,"['Doll Dauber', 'Jean Moscopol']",1935,0
Iartă-mi,['Gion'],1935,0
Iartă-mă!,['Gion'],1935,0
Iatola,['South Park Mexican'],2002,44
Ibabazabahizi,['Muyunzwe'],1952,0
Iberia Book I: I. Evocación,"['Isaac Albéniz', 'Claudio Arrau']",1949,4
Iberia Book I: II. El puerto,"['Isaac Albéniz', 'Claudio Arrau']",1941,0
Iberia Book I: III. El corpus Christi en Sevilla,"['Isaac Albéniz', 'Claudio Arrau']",1949,2
Iberia Book II: I. Rondeña,"['Isaac Albéniz', 'Claudio Arrau']",1949,0
Iberia Book II: II. Almería,"['Isaac Albéniz', 'Claudio Arrau']",1941,0
Iberia Book II: III. Triana,"['Isaac Albéniz', 'Claudio Arrau']",1941,0
Ibiza,"['Ozuna', 'Romeo Santos']",2018,71
Ibiza Bar,['Pink Floyd'],1969,34
Ibo Dance (Three Drums and Ogan),"['Three male Ibo drummers, ogan player']",1950,0
Ibonga,['Sonar Senghor'],1954,0
Ibéria: III. Le matin d'un jour de fete,"['Claude Debussy', 'Fritz Reiner']",1954,0
Icarus,['Bastille'],2013,49
Icarus (Born on Wings of Steel),['Kansas'],1975,32
Ice 9,['Joe Satriani'],1987,38
Ice Age,['Denzel Curry'],2015,52
Ice Age - 2007 Remaster,['Joy Division'],1981,37
Ice Box,['Omarion'],2006,61
Ice Cold,['K CAMP'],2020,61
Ice Cold Daydream,['Shuggie Otis'],1971,35
Ice Cold Katie,"['Hattle McDaniel', 'Rita Christina', 'Willie Best', 'Jesse Lee Brooks']",1943,5
Ice Cream,['George Lewis'],1953,0
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","['Raekwon', 'Ghostface Killah', 'Method Man', 'Cappadonna']",1995,62
Ice Cream Cake,['Red Velvet'],2015,59
Ice Cream Cakes,['Jeff Beck'],1972,24
Ice Cream Castles,['The Time'],1984,30
Ice Cream Love,['Johnny Osbourne'],1980,47
Ice Cream Man,['Jonathan Richman & The Modern Lovers'],1977,35
Ice Cream Man - 2015 Remaster,['Van Halen'],1978,52
Ice Cream Paint Job,['Dorrough Music'],2009,47
Ice Cream Phoenix,['Jefferson Airplane'],1968,20
Ice Dance,['Danny Elfman'],1990,52
Ice Ice Baby,['Vanilla Ice'],1990,62
Ice Ice Baby - Radio Edit,['Vanilla Ice'],1990,38
Ice Machine - 2006 Remaster,['Depeche Mode'],1981,23
Ice Me Out,['Kash Doll'],2019,68
Ice Melts,"['Drake', 'Young Thug']",2017,61
Ice On My Baby (feat. Kevin Gates) - Remix,"['Yung Bleu', 'Kevin Gates']",2018,57
Ice People,['Link Wray'],1971,31
Ice Pick,['Albert Collins'],1978,32
Ice Skating Sequence - Extended Version,"['MGM Studio Orchestra', 'André Previn']",1958,5
Ice Tray,"['Quality Control', 'Quavo', 'Lil Yachty']",2017,64
Ice Water,['Big Jay McNeely'],1953,0
Iceberg Boy,['Lil Boodang'],1969,23
Iceblink Luck,['Cocteau Twins'],1990,49
"Iced Over - Live at Carnegie Hall, New York, NY - October 1984",['Stevie Ray Vaughan'],1997,36
Icefire,['Pat Metheny'],1977,28
Iceman,['Albert Collins'],1991,37
Ich Baink a Haym,['Ludwig Satz'],1955,0
Ich Bin Ein Auslander,['Pop Will Eat Itself'],1994,31
Ich bin in einen Mund verliebt,['Rudi Schuricke'],1941,0
"Ich ruf' zu dir, Herr Jesu Christ, BWV 639","['Johann Sebastian Bach', 'Yo-Yo Ma', 'Ton Koopman', 'Amsterdam Baroque Orchestra']",1983,25
Ich will,['Rammstein'],2001,58
Ici L'on Pêche,['Jean Tranchant'],1934,0
Ick wundere mir über jarnischt mehr,"['Otto Reutter', 'Orchestra']",1927,0
Icky Thump,['The White Stripes'],2007,64
Icole,[Oliver N'Goma],1990,35
Icon,['Siouxsie and the Banshees'],1979,35
Icy (feat. Gucci Mane),"['Logic', 'Gucci Mane']",2019,63
Icy Titties,"['Doobie', 'Caskey']",2018,61
Ida Lupino,['Paul Bley Trio'],1965,31
Ida Red,['Bob Wills'],1960,33
Ida's Summer Song,['Michael Penny'],2017,64
Idaho,['Gregory Alan Isakov'],2009,45
Idd Ki Mubarak Ho,"['Naseem Bano', 'Sheela']",1939,0
Ide Anandanu,['Santha Kumari'],1943,0
Ide's Side,['Gerry Mulligan Band'],1952,1
Ideas As Opiates,['Tears For Fears'],1983,37
Ideas Nuevas,['Cultura Profética'],1999,45
Ideologia - Ao Vivo,['Cazuza'],1988,55
Ides of March,['Silverstein'],2005,41
Idfc,['blackbear'],2015,62
Idgaf (feat. Will Claye),"['YG', 'Will Claye']",2013,49
Idhar Aa Meri Taraf,['Mumtaz'],1943,0
Idhena Inthena,['Chittoor V. Nagaiah'],1947,0
Idhey Mahasudhina,"['Lakshmi Bai', 'M. V. Subbaiah Naidu']",1941,0
Idhiyena Nee Nyayamu,['M. S. Rama Rao'],1948,0
Idi Bharatheeyamenaa,['Ghantasala'],1939,0
Idi Manchi Samayamu,['Bezawada Ch. Rajarathnam'],1942,0
Idilio,['Willie Colón'],2010,65
Idiot,['Apocolothoth'],1936,0
Idiot Box,['Incubus'],1997,40
Idiot Friends,['Spongebob Squarepants'],2001,37
Idiot Wind,['Bob Dylan'],1975,47
"Idiot Wind - Live at Hughes Stadium, Ft. Collins, CO - May 1976",['Bob Dylan'],1976,26
"Idiot Wind - Take 4, Remake with organ overdub",['Bob Dylan'],1991,39
Idioteque,['Radiohead'],2000,59
Idiots Are Taking Over,['NOFX'],2003,49
Idiots Rule,[Jane's Addiction],1988,38
Idk How to Kill Myself,['Yunggoth✰'],2017,60
Idk Love,['Jeremy Zucker'],2017,63
Idle Town,['Conan Gray'],2018,69
Idlewild Blue (Don'tchu Worry 'Bout Me),['OutKast'],2006,43
Idolizing,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",1924,3
Idols and Anchors,['Parkway Drive'],2009,49
Idos De La Mente,['Cornelio Reyna'],1998,43
Idyll,['Mose Allison'],1962,14
Ieri la întâlnire,['Titi Botez'],1939,0
Iesha,['Another Bad Creation'],1993,42
If,['Bread'],1985,28
If 6 Was 9,['Jimi Hendrix'],1997,38
If A Girl Isn't Pretty,['Barbra Streisand'],1968,22
If All Of The Raindrops,['Old Town School of Folk Music'],2004,48
If All The Raindrops,['Barney'],2000,41
If Anyone Falls,['Stevie Nicks'],1991,29
If Anyone Falls - 2016 Remaster,['Stevie Nicks'],1983,34
If By Chance,['Ruth B.'],2017,71
If Dirt Were Dollars,['Don Henley'],1989,29
If Dogs Run Free,['Bob Dylan'],1970,33
If Dreams Came True - Single Version,['Pat Boone'],1962,20
If Dreams Come True (with Teddy Wilson & His Orchestra) - Take 1,"['Billie Holiday', 'Teddy Wilson']",1933,11
If Dreams Come True (with Teddy Wilson & His Orchestra) - Take 2,"['Billie Holiday', 'Teddy Wilson']",1937,2
If Dreams Come True - Live,['Benny Goodman'],1938,7
If Drinkin' Don't Kill Me (Her Memory Will),['George Jones'],1980,52
If Drinkin' Don't Kill Me (Her Memory Will) - Single Version,['George Jones'],2007,40
If Ever I Would Leave You,['Aretha Franklin'],1963,13
If Ever I Would Leave You (from Camelot),['Robert Goulet'],1947,5
If Ever I Would Leave You - Love Montage,"['Frances Nero', 'Lee Herschberg']",1967,26
If Ever I Would Leave You - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998,['Kenny Dorham'],1963,16
If Ever You're in My Arms Again,['Peabo Bryson'],1984,54
If Everyone Cared,['Nickelback'],2005,57
If Everyone Was Listening,['Supertramp'],1974,45
If He Did It Before....Same God - Live,['Tye Tribbett'],2013,47
If He Had Changed My Name - Live at the Village Gate,['Nina Simone'],1962,11
If He Walked Into My Life,['Angela Lansbury'],1949,10
If He'd Love Me,['Nancy Sinatra'],1966,22
If Heaven,['Andy Griggs'],2004,39
If Heaven Ain't A Lot Like Dixie,"['Hank Williams, Jr.']",1982,61
If Heaven Wasn't So Far Away,['Justin Moore'],2011,59
If Hell Had a Jukebox,['Travis Tritt'],1991,35
If Hollywood Don't Need You - Single Version,['Don Williams'],1987,25
If I Ain't Got You,['Alicia Keys'],2003,78
If I Ain't Got You - Piano & Vocal Version,['Alicia Keys'],2004,55
If I Ain’t Got You - James Bay Spotify Session 2015 Alicia Keys Cover,['James Bay'],2015,65
If I Ain’t Got You - Live,['Maroon 5'],2010,48
If I Am,['Nine Days'],2000,42
If I Believe You,['The 1975'],2016,57
If I Believed,['Patti Austin'],1985,50
If I Can Dream - Live from the '68 Comeback Special,['Elvis Presley'],1968,46
If I Can Help Somebody,['Mahalia Jackson'],1954,22
If I Can't,['50 Cent'],2003,58
If I Can't Change Your Mind,['Sugar'],1992,40
If I Can't Have You,['Yvonne Elliman'],1997,53
If I Can't Have You - Count Da Money Remix,['Bee Gees'],1979,31
If I Can't Have You - From Saturday Night Fever,['Yvonne Elliman'],1977,53
If I Can't Love Her,['Terrence Mann'],1994,40
If I Could,['Pat Metheny Group'],1984,32
If I Could Be Him,['Merle Haggard & The Strangers'],1966,14
If I Could Be Where You Are,['Enya'],2005,57
If I Could Be With You,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",1930,5
If I Could Be With You (One Hour Tonight),['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],1930,12
If I Could Be With You (One Hour Tonight) - Instrumental,['Nat King Cole'],1956,12
If I Could Be With You One Hour Tonight,"['Jack Payne', 'His BBC Dance Orchestra']",1931,0
If I Could Be the Sea (Ending),['Shigeru Nagata'],1993,42
If I Could Be with You (One Hour Tonight) - 78rpm Version,['Doris Day'],1954,27
If I Could Build My Whole World Around You,"['Marvin Gaye', 'Tammi Terrell']",1967,39
If I Could Change Your Mind,['HAIM'],2013,47
If I Could Do It Again,['Corey Smith'],2011,55
If I Could Fly,['Joe Satriani'],2004,46
If I Could Have Her Tonight - 2009 Remaster,['Neil Young'],1969,28
If I Could Hear My Mother Pray,['The Staple Singers'],1960,7
If I Could Hear My Mother Pray Again,['Bill Jenkins and the Virginia Mountain Boys'],1950,0
If I Could Make a Living,['Clay Walker'],1994,60
If I Could Only Be Sure,['Nolan Porter'],1972,44
If I Could Only Flag Her Down - 2008 Remaster,['ZZ Top'],1983,38
If I Could Only Fly,['Merle Haggard'],2000,38
If I Could Only Win Your Love,['The Louvin Brothers'],1959,18
If I Could Only Win Your Love - Remastered,"['Emmylou Harris', 'Herb Pedersen']",1975,34
If I Could Reach You,['The 5th Dimension'],1972,29
If I Could Sing Like Bing,"['Dean Martin', 'Dick Stabile And His Orchestra']",1954,16
If I Could Talk I'd Tell You,['The Lemonheads'],1996,45
If I Could Teach the World,['Bone Thugs-N-Harmony'],1997,46
If I Could Tell Her,"['Ben Platt', 'Laura Dreyfuss']",2017,65
If I Could Turn Back Time,['Cher'],1989,72
If I Could Turn Back the Hands of Time,['R. Kelly'],1996,46
If I Didn't Care,['The Platters'],1959,30
If I Didn't Have A Dime (To Play The Jukebox),['Gene Pitney'],1975,42
If I Didn't Have Enough On My Mind,['Dick Haymes'],1936,1
If I Didn't Have You,"['Billy Crystal', 'John Goodman']",2001,55
If I Didn't Love You,['Squeeze'],1980,31
If I Die,['South Park Mexican'],2006,43
If I Die 2Nite,['2Pac'],1995,53
If I Die Young,['The Band Perry'],2010,68
If I Die Young (Glee Cast Version),['Glee Cast'],2013,62
If I Don't Gotta,"['Silkk The Shocker', 'Fiend']",1998,35
If I Don't Have You - 1990 Digital Remaster,['Gregory Isaacs'],1990,39
If I Don't Love You This Way,['The Jackson 5'],1974,29
If I Don't Make It Back,['Tracy Lawrence'],2005,49
If I Ever Fall In Love,['Shai'],1992,56
If I Ever Fall in Love Again - Duet with Anne Murray,"['Kenny Rogers', 'Anne Murray']",1988,51
If I Ever Feel Better,['Phoenix'],2000,66
If I Ever Get Around To Living,['John Mayer'],2012,50
If I Ever Get You Back,['Morgan Wallen'],2018,60
If I Ever Leave This World Alive,['Flogging Molly'],2002,56
If I Ever Lose My Faith In You,['Sting'],1993,57
If I Ever Lose This Heaven,['Quincy Jones'],1974,21
If I Ever Lose This Heaven - Single Edit,['Average White Band'],1975,27
If I Ever Needed Someone - 1999 Remaster,['Van Morrison'],1970,28
If I Fall,['Five Finger Death Punch'],2007,42
If I Fall You're Going Down with Me,['Dixie Chicks'],1999,44
If I Fell,['Evan Rachel Wood'],2007,44
If I Fell - Remastered 2009,['The Beatles'],1964,63
If I Get Locked Up (Funkmaster Flex & Big Kap Feat. Eminem and Dr. Dre),"['Funkmaster Flex', 'Big Kap', 'Eminem', 'Dr. Dre']",1999,42
If I Give My Heart to You (with The Mellomen),"['Doris Day', 'The Mellomen']",1945,54
If I Give My Heart to You - 78 rpm Version,['Doris Day'],1987,43
If I Give My Heart to You - Single Version,['Kitty Kallen'],1960,27
"If I Go, I'm Goin",['Gregory Alan Isakov'],2009,63
If I Had,['Eminem'],1999,50
"If I Had $1,000,000",['Barenaked Ladies'],1992,59
If I Had A Boat,['Lyle Lovett'],1988,56
If I Had A Hammer,['Martha Reeves & The Vandellas'],1963,15
If I Had A Hammer (The Hammer Song) - Live,['Sam Cooke'],1964,32
If I Had A Heart,['Fever Ray'],2009,53
If I Had A Million Dollars,"['Richard Himber and his Orchestra', 'Joey Nash']",1934,1
If I Had A Rocket Launcher,['Bruce Cockburn'],1984,37
If I Had A Tail,['Queens of the Stone Age'],2013,57
If I Had Eyes,['Jack Johnson'],2008,61
If I Had Left It Up To You - Remastered,['Merle Haggard'],1965,13
If I Had My Druthers,"['Peter Palmer', 'Marc Breaux', 'Ralph Linn', 'Jack Matthew', 'Robert McClure', 'George Reeder']",1956,5
If I Had My Way,"['Peter, Paul and Mary']",1962,29
If I Had My Way I'd Tear the Building Down,['Blind Willie Johnson'],1928,22
If I Had No Loot,['Tony! Toni! Toné!'],1993,47
If I Had Only Known,['Reba McEntire'],1991,38
If I Had Possession Over Judgement Day,['Robert Johnson'],1937,30
If I Had The World,['Dennis Brown'],1981,35
If I Had Wings,"['Peter, Paul and Mary']",1967,29
If I Had You,['The Platters'],1966,26
If I Had You (I'd Be Happy),['Sam Cooke'],1961,17
If I Had You - Bonus Track,['Dinah Washington'],1955,16
"If I Had You - Live At Birdland, New York/1954",['Art Blakey Quintet'],1954,5
If I Had You - Remastered,['Frank Sinatra'],1957,26
If I Had a Dinosaur,['Raffi'],1977,26
If I Had a Hammer (Hammer Song),['Pete Seeger'],1956,33
If I Had a Hammer - 2004 Remaster,"['Peter, Paul and Mary']",2005,47
If I Had a Hammer - Live at PJ's 1963,['Trini Lopez'],1963,35
If I Had a Ribbon Bow,['Odetta'],1956,8
If I Had a Wishing Ring (Carroll Gibbons; The Savoy Hotel Orpheans),"['Carroll Gibbons', 'The Savoy Hotel Orpheans']",1945,1
If I Had the World to Give,['Grateful Dead'],1978,23
If I Had the World to Give - 2013 Remaster,['Grateful Dead'],1978,29
If I Have My Way,['Chrisette Michele'],2007,42
If I Keep My Heart Out of Sight,['James Taylor'],1977,51
If I Keep On Going Crazy,['Mel McDaniel'],1980,27
If I Killed Someone For You,['Alec Benjamin'],2018,71
If I Knew,['Bruno Mars'],2012,63
If I Knew Then (What I Know Now),['Sarah Vaughan'],1957,17
"If I Knew You Were Comin', I'd've Baked a Cake","['The New Yorkers', 'Wilmouth Houdini', 'Eileen Barton']",1930,30
If I Know A Song Of Africa (Karen's Theme III) - Out Of Africa/Soundtrack Version,['John Barry'],1985,25
If I Know Me,['George Strait'],2004,51
If I Laugh,['Yusuf / Cat Stevens'],1971,44
If I Laugh - Demo Version,['Yusuf / Cat Stevens'],1971,25
If I Leave,['A Day To Remember'],2011,49
If I Let You Go - Radio Edit,['Westlife'],1999,67
If I Lose My Mind,['Dolly Parton'],1971,23
If I Lose Myself,['OneRepublic'],2014,56
If I Lose Myself - Alesso vs OneRepublic,"['OneRepublic', 'Alesso']",2014,58
If I Lose You (I'll Lose My World),['Lefty Frizzell'],1951,0
If I Lost You,['Travis Tritt'],1998,34
If I Love Again,['Tony Bennett'],1963,15
If I Love You,['The Stylistics'],1973,29
If I Loved You,['Chad & Jeremy'],1965,21
If I Loved You (from Carousel),"['Richard Rodgers', 'Mario Lanza', 'Ray Sinatra']",1951,2
If I May,['Nat King Cole'],1965,21
If I Needed Someone - Remastered 2009,['The Beatles'],1965,53
If I Needed You,['Townes Van Zandt'],1972,53
If I Needed You - Live,['Townes Van Zandt'],1977,28
If I Never Knew You - End Title / From Pocahontas / Soundtrack Version,"['Jon Secada', 'Shanice']",1995,40
If I Never Knew Your Name,['Neil Diamond'],1969,25
If I Never See Your Face Again,['Maroon 5'],2007,49
If I Only Had A Brain,['MC 900 Ft. Jesus'],1994,32
If I Only Had A Brain - Extended Version,"['Ray Bolger', 'Judy Garland']",1939,39
If I Only Had A Heart - Extended Version,"['Jack Haley', 'Adrianna Caselotti']",1939,35
If I Only Had The Nerve,"['Bert Lahr', 'Ray Bolger', 'Jack Haley', 'Judy Garland']",1939,31
If I Only Had a Brain - Unused Dance Music,['MGM Studio Orchestra'],1939,15
If I Only Had a Heart - Unused Version,"['Buddy Ebsen', 'Adriana Caselotti']",1939,16
If I Only Had the Words (To Tell You),['Billy Joel'],1973,30
If I Ruled the World,"['Big Time Rush', 'Iyaz']",2011,54
If I Ruled the World (Imagine That) (feat. Lauryn Hill),"['Nas', 'Ms. Lauryn Hill']",1996,70
If I Said You Had A Beautiful Body Would You Hold It Against Me,['The Bellamy Brothers'],1979,52
If I Saw You Again,['Pages'],1978,37
If I Should Die,"['JAY-Z', 'Da Ranjahz']",1998,37
"If I Should Die Before I Wake (feat. Black Rob, Ice Cube, & Beanie Sigel) - 2005 Remaster","['The Notorious B.I.G.', 'Black Rob', 'Ice Cube', 'Beanie Sigel']",1999,42
If I Should Die Tonight,['Marvin Gaye'],1973,36
If I Should Fall Behind,['Bruce Springsteen'],1992,44
If I Should Fall from Grace with God,['The Pogues'],1988,43
If I Should Lose You,['Roy Haynes Quartet'],1962,8
If I Should Lose You - Remastered,['Nina Simone'],1993,42
If I Should Love Again,['Dean Martin'],1954,12
If I Should Love Again - Digitally Remastered: 1998,['Barry Manilow'],1981,31
If I Sing You a Love Song,['Bonnie Tyler'],1978,36
If I Stand,['Rich Mullins'],1988,37
If I Stay Too Long,['The Creation'],1966,38
If I Told You,['Darius Rucker'],2017,64
If I Told You That,['Whitney Houston'],1998,43
"If I Told You This Was Killing Me, Would You Stop?",['The Juliana Theory'],2000,38
If I Tremble,['Front Porch Step'],2013,47
If I Turn You Away,['Vikki Moss'],1985,28
If I Wanted To,['Melissa Etheridge'],1993,37
If I Was,['Midge Ure'],1985,49
If I Was Your Girlfriend,['Prince'],1987,49
If I Was Your Man,['Joe'],2007,53
If I Was Your Woman / Walk On By,['Alicia Keys'],2003,47
If I Was the One,['Ruff Endz'],1987,37
If I Were A Bell,"['Red Garland', 'Paul Chambers', 'Art Taylor']",1957,14
If I Were A Bell - Rudy Van Gelder Remaster,['Miles Davis Quintet'],1958,22
If I Were A Bell - live,['Miles Davis'],1955,3
If I Were A Carpenter,['Johnny Rivers'],1967,24
If I Were A King,['Joe Bataan'],1971,28
If I Were A Rich Man,['Herb Alpert & The Tijuana Brass'],1966,27
If I Were Human,['Bnny Rbbt'],1992,36
If I Were King Of The Forest - Extended Version,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen']",1939,27
If I Were King of the Forest - Alternate Vocal Tag,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Buddy Ebsen', 'Georgia Stark']",1939,13
If I Were King of the Forest - Partial Take; Alternate Vocal Tag,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Buddy Ebsen']",1939,13
If I Were You,['Stevie Nicks'],1986,38
If I Were You (feat. Keith Urban),"['Jillian Jacqueline', 'Keith Urban']",2018,58
If I Were You - Take 1,['Billie Holiday'],1933,15
If I Were You - Take 2,['Billie Holiday'],1937,3
If I Were Your Woman,['Gladys Knight & The Pips'],1997,40
If I Were Your Woman - Single Version,['Gladys Knight & The Pips'],1971,47
If I Were a Boy,['Beyoncé'],2008,68
If I Were a Carpenter (Live in Denmark),"['Johnny Cash', 'June Carter Cash']",1952,11
If I Were a Carpenter - 2006 Remaster,['Robert Plant'],1993,51
If I Were a Drinker,['Travis Tritt'],1990,31
If I'd Been The One,['38 Special'],1984,48
If I'd Have Known It Was the Last (Second Position),['Codes In The Clouds'],2011,49
If I'd Only Come and Gone,['Dr. Hook'],1972,28
"If I'm James Dean, You're Audrey Hepburn",['Sleeping With Sirens'],2010,61
If I'm Lucky,['State Champs'],2014,54
"If I'm Lyin', I'm Flyin'",['Kodak Black'],2018,61
If I'm Not Your Lover,['Al B. Sure!'],1988,32
If I'm Wrong - Shade Tree Demo,['Lynyrd Skynyrd'],2000,39
If I'm on the Late Side,['Faces'],1973,31
If It Ain't Love,['Jason Derulo'],2016,60
If It Ain't Ruff,['N.W.A.'],1988,52
If It All Falls Down,['Jimmy Buffett'],1986,23
If It Be Your Will,['Leonard Cohen'],1984,47
"If It Doesn't Come Naturally, Leave It",['Al Stewart'],1976,21
If It Doesn't Snow On Christmas Day (with The Pinafores),"['Gene Autry', 'The Pinafores']",1947,7
If It Don't Come Easy,['Tanya Tucker'],1989,42
If It Don't Take Two,['Shania Twain'],1995,40
If It Don't Turn You On (You Oughta Leave It Alone),['B.T. Express'],1974,23
If It Hadn't Been For Love,['The Steeldrivers'],2008,57
If It Happens Again,['UB40'],1984,50
If It Isn't Love,['New Edition'],1988,58
If It Keeps on Raining - Rough Mix,['Led Zeppelin'],1982,31
If It Makes You Happy,['Sheryl Crow'],1996,61
If It Means a Lot to You,['A Day To Remember'],2009,68
If It Takes All Night,['Roxy Music'],1974,26
If It Takes a Lifetime,['Jason Isbell'],2015,56
If It Wasn't For The Nights,['ABBA'],1979,45
If It Were Left Up to Me - Single Master,['Sly & The Family Stone'],1973,28
If It's Love,['Train'],2010,51
If It's Lovin' That You Want,['Rihanna'],2005,54
If It's Magic,['Stevie Wonder'],1976,44
If It's Over,['Mariah Carey'],1991,40
If It's The Beaches,['The Avett Brothers'],2006,50
If It's The Last Thing I Do - Remastered,['Frank Sinatra'],1957,19
If Its You,['Spawnbreezie'],2011,55
If Leaving Me Is Easy - 2015 Remastered,['Phil Collins'],1981,46
If Looks Could Kill,['Heart'],1985,44
If Love Is Good To Me,['Dean Martin'],1956,8
If Love Is Good To Me - Digitally Remastered 98,['Dean Martin'],1962,13
If Love Were All,['Helen Merrill'],1957,9
If Love Were All - Live At Carnegie Hall/1961,['Judy Garland'],1961,16
If Lovin' s Believing,['Billy The Kid Emerson'],1954,4
If Music Could Talk - Remastered,['The Clash'],1980,31
If My Friends Could See Me Now,['Sammy Davis Jr.'],1968,15
If My Heart Could Only Talk,['Billie Holiday'],1933,13
If My Heart Could Sing,['Marvin Gaye'],1964,12
If My Heart Could Speak / One Life to Live,['The Manhattans'],1980,26
If My Heart Had Wings,['Faith Hill'],1999,36
If My Heart Was a House,['Owl City'],2009,47
If My Homie Calls,['2Pac'],1991,43
If Not For You - 2014 Mix,['George Harrison'],1970,61
If Not Now...,['Tracy Chapman'],1988,48
If Not This Time,['Fifty Foot Hose'],1968,27
If Not for You,['Bob Dylan'],1970,49
If Only,['Dove Cameron'],2015,65
If Only For One Night/Creepin',['Luther Vandross'],1989,28
If Only Tonight We Could Sleep - 2006 Remaster,['The Cure'],1987,29
If Only You Knew,['Patti LaBelle'],1983,43
If Only You Were Lonely - Twin Tone Single Version,['The Replacements'],1981,30
If Only for One Night,['Luther Vandross'],1985,48
If She Could See Me Now,['Jason Aldean'],2010,43
If She Knew What She Wants,['The Bangles'],1986,28
If She Wants Me,['Belle & Sebastian'],2003,40
If She Were You,['John Prine'],1986,23
If She Would Have Been Faithful...,['Chicago'],1986,21
If She Would Have Been Faithful... - 2009 Remaster,['Chicago'],1986,30
If She's Where You Like Livin',['Jessi Colter'],1976,26
If Something Should Happen,['Darryl Worley'],2004,43
If That Ain't Country,['David Allan Coe'],1974,59
If That's Not Love,['The Naked Brothers Band'],2007,45
If That's Ok,['Bo Napoleon'],2016,54
If That's The Way You Want It,['Lesley Gore'],1963,22
